entity;pathway
PAX5;RUNX1 regulates transcription of genes involved in BCR signaling
BLK;RUNX1 regulates transcription of genes involved in BCR signaling
ELF1;RUNX1 regulates transcription of genes involved in interleukin signaling
LIFR;RUNX1 regulates transcription of genes involved in interleukin signaling
IL3;RUNX1 regulates transcription of genes involved in interleukin signaling
PTPN11;Regulation of RUNX1 Expression and Activity
SRC;Regulation of RUNX1 Expression and Activity
PML;Regulation of RUNX1 Expression and Activity
CDK6;Regulation of RUNX1 Expression and Activity
AXIN1;Estrogen-dependent gene expression
AXIN1;RUNX1 regulates estrogen receptor mediated transcription
AXIN1;RUNX1 regulates transcription of genes involved in WNT signaling
RSPO3;RUNX1 regulates transcription of genes involved in WNT signaling
CTSK;RUNX1 regulates transcription of genes involved in differentiation of keratinocytes
SERPINB13;RUNX1 regulates transcription of genes involved in differentiation of keratinocytes
SOCS3;RUNX1 regulates transcription of genes involved in differentiation of keratinocytes
SOCS4;RUNX1 regulates transcription of genes involved in differentiation of keratinocytes
HDAC1;RUNX1 regulates genes involved in megakaryocyte differentiation and platelet function
PRMT6;RUNX1 regulates genes involved in megakaryocyte differentiation and platelet function
KAT2B;RUNX1 regulates genes involved in megakaryocyte differentiation and platelet function
EP300;RUNX1 regulates genes involved in megakaryocyte differentiation and platelet function
PRMT1;RUNX1 regulates genes involved in megakaryocyte differentiation and platelet function
MYL9;RUNX1 regulates genes involved in megakaryocyte differentiation and platelet function
PRKCQ;RUNX1 regulates genes involved in megakaryocyte differentiation and platelet function
NFE2;RUNX1 regulates genes involved in megakaryocyte differentiation and platelet function
NR4A3;RUNX1 regulates genes involved in megakaryocyte differentiation and platelet function
ITGA2B;RUNX1 regulates genes involved in megakaryocyte differentiation and platelet function
GP1BA;RUNX1 regulates genes involved in megakaryocyte differentiation and platelet function
YAP1;RUNX1 regulates transcription of genes involved in differentiation of HSCs
KMT2A;RUNX1 regulates transcription of genes involved in differentiation of HSCs
ITCH;RUNX1 regulates transcription of genes involved in differentiation of HSCs
SPI1;Transcriptional regulation of granulopoiesis
SPI1;RUNX1 regulates transcription of genes involved in differentiation of HSCs
MYB;RUNX1 regulates transcription of genes involved in differentiation of HSCs
KCTD6;Estrogen-dependent gene expression
KCTD6;RUNX1 regulates estrogen receptor mediated transcription
GPAM;Estrogen-dependent gene expression
GPAM;RUNX1 regulates estrogen receptor mediated transcription
FOXP3;RUNX1 and FOXP3 control the development of regulatory T lymphocytes (Tregs)
NFATC2;RUNX1 and FOXP3 control the development of regulatory T lymphocytes (Tregs)
IL2;RUNX1 and FOXP3 control the development of regulatory T lymphocytes (Tregs)
CTLA4;RUNX1 and FOXP3 control the development of regulatory T lymphocytes (Tregs)
TNFRSF18;RUNX1 and FOXP3 control the development of regulatory T lymphocytes (Tregs)
IL2RA;RUNX1 and FOXP3 control the development of regulatory T lymphocytes (Tregs)
CR1;RUNX1 and FOXP3 control the development of regulatory T lymphocytes (Tregs)
IFNG;RUNX1 and FOXP3 control the development of regulatory T lymphocytes (Tregs)
CREBBP;RUNX1 regulates transcription of genes involved in differentiation of myeloid cells
PRKCB;RUNX1 regulates transcription of genes involved in differentiation of myeloid cells
CSF2;RUNX1 regulates transcription of genes involved in differentiation of myeloid cells
LGALS3;RUNX2 regulates genes involved in differentiation of myeloid cells
LGALS3;RUNX1 regulates transcription of genes involved in differentiation of myeloid cells
EP300;RUNX1 interacts with co-factors whose precise effect on RUNX1 targets is not known
ITCH;Activated NOTCH1 Transmits Signal to the Nucleus
DNER;Activated NOTCH1 Transmits Signal to the Nucleus
CNTN1;Activated NOTCH1 Transmits Signal to the Nucleus
DLK1;Activated NOTCH1 Transmits Signal to the Nucleus
NUMB;Activated NOTCH1 Transmits Signal to the Nucleus
RUNX1;Pre-NOTCH Transcription and Translation
SIRT6;Pre-NOTCH Transcription and Translation
NOTCH4;Negative regulation of NOTCH4 signaling
NOTCH4;NOTCH4 Activation and Transmission of Signal to the Nucleus
JAG1;NOTCH4 Activation and Transmission of Signal to the Nucleus
DLL4;NOTCH4 Activation and Transmission of Signal to the Nucleus
TACC3;Negative regulation of NOTCH4 signaling
NOTCH4;NOTCH4 Intracellular Domain Regulates Transcription
RBPJ;NOTCH4 Intracellular Domain Regulates Transcription
HEY1;NOTCH4 Intracellular Domain Regulates Transcription
SMAD3;NOTCH4 Intracellular Domain Regulates Transcription
FLT4;NOTCH4 Intracellular Domain Regulates Transcription
HES1;NOTCH4 Intracellular Domain Regulates Transcription
ACTA2;NOTCH4 Intracellular Domain Regulates Transcription
HEY2;NOTCH4 Intracellular Domain Regulates Transcription
HES5;NOTCH4 Intracellular Domain Regulates Transcription
WWP2;NOTCH3 Activation and Transmission of Signal to the Nucleus
YBX1;Noncanonical activation of NOTCH3
NOTCH3;Noncanonical activation of NOTCH3
TACC3;NOTCH3 Activation and Transmission of Signal to the Nucleus
DLGAP5;NOTCH3 Intracellular Domain Regulates Transcription
PLXND1;NOTCH3 Intracellular Domain Regulates Transcription
FABP7;NOTCH3 Intracellular Domain Regulates Transcription
HES5;NOTCH3 Intracellular Domain Regulates Transcription
PBX1;NOTCH3 Intracellular Domain Regulates Transcription
WWC1;NOTCH3 Intracellular Domain Regulates Transcription
HEY2;NOTCH3 Intracellular Domain Regulates Transcription
PTCRA;NOTCH3 Intracellular Domain Regulates Transcription
HES1;NOTCH3 Intracellular Domain Regulates Transcription
HEY1;NOTCH3 Intracellular Domain Regulates Transcription
HEYL;NOTCH3 Intracellular Domain Regulates Transcription
NBEA;NOTCH1 Intracellular Domain Regulates Transcription
HES5;NOTCH1 Intracellular Domain Regulates Transcription
HES1;Regulation of gene expression in late stage (branching morphogenesis) pancreatic bud precursor cells
HES1;RUNX3 regulates NOTCH signaling
HES1;NOTCH1 Intracellular Domain Regulates Transcription
HIF1A;NOTCH1 Intracellular Domain Regulates Transcription
CDC6;CDK-mediated phosphorylation and removal of Cdc6
MCM2;Switching of origins to a post-replicative state
MCM5;Switching of origins to a post-replicative state
MCM3;Switching of origins to a post-replicative state
ORC1;Orc1 removal from chromatin
CLCF1;IL-6-type cytokine receptor ligand interactions
CRLF1;IL-6-type cytokine receptor ligand interactions
LIFR;IL-6-type cytokine receptor ligand interactions
IL11;IL-6-type cytokine receptor ligand interactions
IL11RA;IL-6-type cytokine receptor ligand interactions
IL6ST;IL-6-type cytokine receptor ligand interactions
LIF;IL-6-type cytokine receptor ligand interactions
OSM;IL-6-type cytokine receptor ligand interactions
OSMR;IL-6-type cytokine receptor ligand interactions
IL6ST;Interleukin-27 signaling
IL6ST;Interleukin-6 signaling
CTF1;IL-6-type cytokine receptor ligand interactions
CNTFR;IL-6-type cytokine receptor ligand interactions
CNTF;IL-6-type cytokine receptor ligand interactions
IL6;Interleukin-6 signaling
IL6R;Interleukin-6 signaling
PTPN11;Interleukin-6 signaling
CBL;Interleukin-6 signaling
IL6R;Potential therapeutics for SARS
SOCS3;Interleukin-6 signaling
GAB1;MET activates PI3K/AKT signaling
GGA3;MET receptor recycling
MET;Negative regulation of MET activity
LRIG1;Negative regulation of MET activity
MET;Drug-mediated inhibition of MET activation
TNS3;MET interacts with TNS proteins
RAPGEF1;MET activates RAP1 and RAC1
PTK2;MET activates PTK2 signaling
SRC;MET activates PTK2 signaling
RANBP10;MET activates RAS signaling
MUC20;MET activates RAS signaling
PTPN11;MET activates PTPN11
NCAM1;NCAM signaling for neurite out-growth
NCAM1;NCAM1 interactions
CNTN2;NCAM1 interactions
AGRN;NCAM1 interactions
PRNP;NCAM1 interactions
NCAN;NCAM1 interactions
GDNF;NCAM1 interactions
IRS2;IRS-related events triggered by IGF1R
PIK3R1;FLT3 Signaling
PIK3R1;PI3K Cascade
GAB2;FLT3 Signaling
PDE3B;PDE3B signalling
PDPK1;Activation of AKT2,Activation of PKB
IL32;Other interleukin signaling
PRTN3;Other interleukin signaling
PTPRZ1;Other interleukin signaling
STX4;Other interleukin signaling
TXLNA;Other interleukin signaling
STX3;Other interleukin signaling
CSF3R;Other interleukin signaling
IL34;Other interleukin signaling
SDC1;Other interleukin signaling
CSF1;Other interleukin signaling
CSF1R;Other interleukin signaling
STX1A;Other interleukin signaling
JAK1;Interleukin-20 family signaling
IFNLR1;Interleukin-20 family signaling
TYK2;Interleukin-20 family signaling
IL10RB;Interleukin-20 family signaling
IFNL1;Interleukin-20 family signaling
IFNL1;Other interleukin signaling
IL16;Other interleukin signaling
CD4;Other interleukin signaling
AKT1S1;MTOR signalling
LAMTOR4;MTOR signalling
LAMTOR3;MTOR signalling
LAMTOR2;MTOR signalling
LAMTOR1;MTOR signalling
LAMTOR5;MTOR signalling
SLC38A9;MTOR signalling
YWHAB;MTOR signalling
EEF2K;mTORC1-mediated signalling
FKBP1A;Potential therapeutics for SARS
FKBP1A;mTORC1-mediated signalling
EIF4EBP1;mTORC1-mediated signalling
EIF4E;mTORC1-mediated signalling
RPS6;mTORC1-mediated signalling
EIF4G1;mTORC1-mediated signalling
RPS6KB1;mTORC1-mediated signalling
EIF4B;mTORC1-mediated signalling
TSC2;Inhibition of TSC complex formation by PKB
FN1;Fibronectin matrix formation
OLR1;Cell surface interactions at the vascular wall
CD84;Cell surface interactions at the vascular wall
F3;Extrinsic Pathway of Fibrin Clot Formation,Generation of extrinsic Factor X activating complex
F10;Extrinsic Pathway of Fibrin Clot Formation,Generation of extrinsic Factor X activating complex
F2;Common Pathway of Fibrin Clot Formation
F5;Common Pathway of Fibrin Clot Formation
F10;Intrinsic Pathway of Fibrin Clot Formation,Generation of intrinsic Factor X activating complex
F9;Extrinsic Pathway of Fibrin Clot Formation,Generation of extrinsic Factor X activating complex
F8;Intrinsic Pathway of Fibrin Clot Formation,Generation of intrinsic Factor X activating complex
KNG1;Intrinsic Pathway of Fibrin Clot Formation,Generation of intrinsic Factor X activating complex
KLKB1;Intrinsic Pathway of Fibrin Clot Formation,Generation of intrinsic Factor X activating complex
F12;Intrinsic Pathway of Fibrin Clot Formation,Generation of intrinsic Factor X activating complex
F9;Intrinsic Pathway of Fibrin Clot Formation,Generation of intrinsic Factor X activating complex
THBD;Common Pathway of Fibrin Clot Formation
PROCR;Common Pathway of Fibrin Clot Formation
PROC;Common Pathway of Fibrin Clot Formation
PROC;Cell surface interactions at the vascular wall
SELE;Cell surface interactions at the vascular wall
JAML;Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell
JAML;Cell surface interactions at the vascular wall
CXADR;Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell
CXADR;Cell surface interactions at the vascular wall
MERTK;Cell surface interactions at the vascular wall
CD48;Cell surface interactions at the vascular wall
CD244;Cell surface interactions at the vascular wall
PLCG1;PECAM1 interactions
INPP5D;PECAM1 interactions
PECAM1;Platelet sensitization by LDL
PTPN11;Platelet sensitization by LDL
PTPN11;PECAM1 interactions
PTPN6;Platelet sensitization by LDL
PTPN6;PECAM1 interactions
TNFRSF10D;TRAIL  signaling
TNFRSF10D;Cell surface interactions at the vascular wall
PECAM1;Cell surface interactions at the vascular wall
CD177;Cell surface interactions at the vascular wall
GRB14;Tie2 Signaling
ANGPT2;Tie2 Signaling
SHC1;Tie2 Signaling
GRB7;Tie2 Signaling
DOK2;Tie2 Signaling
ANGPT4;Tie2 Signaling
PTPN11;Tie2 Signaling
PPIL2;Basigin interactions
MMP1;Degradation of the extracellular matrix
MMP1;Basigin interactions
BSG;Degradation of the extracellular matrix
SPN;Basigin interactions
CAV1;Basigin interactions
PPIA;Basigin interactions
EPCAM;Cell surface interactions at the vascular wall
CD58;Cell surface interactions at the vascular wall
CD2;Cell surface interactions at the vascular wall
CD47;Cell surface interactions at the vascular wall
TREM1;Cell surface interactions at the vascular wall
FCAMR;Cell surface interactions at the vascular wall
PICK1;Cell surface interactions at the vascular wall
TSPAN7;Cell surface interactions at the vascular wall
CD99;Cell surface interactions at the vascular wall
CD99L2;Cell surface interactions at the vascular wall
SELPLG;Cell surface interactions at the vascular wall
PTPN11;Signaling by SCF-KIT
GAB2;Signaling by SCF-KIT
JAK2;Signaling by SCF-KIT
PTPRU;Signaling by SCF-KIT
VAV1;Signaling by SCF-KIT
KIT;Regulation of KIT signaling
PRKCA;Regulation of KIT signaling
PTPN6;Regulation of KIT signaling
CBL;Regulation of KIT signaling
SH2B3;Regulation of KIT signaling
SOCS1;Regulation of KIT signaling
SOCS6;Regulation of KIT signaling
PTPN11;FRS-mediated FGFR1 signaling
ANOS1;FGFR1c ligand binding and activation
ANOS1;Negative regulation of FGFR1 signaling
CBL;Spry regulation of FGF signaling
BRAF;Spry regulation of FGF signaling
SPRY2;Spry regulation of FGF signaling
EPAS1;Transcriptional regulation of pluripotent stem cells
HIF3A;Oxygen-dependent proline hydroxylation of Hypoxia-inducible Factor Alpha
HIF1A;Oxygen-dependent proline hydroxylation of Hypoxia-inducible Factor Alpha
EPAS1;Oxygen-dependent proline hydroxylation of Hypoxia-inducible Factor Alpha
HIGD1A;Regulation of gene expression by Hypoxia-inducible Factor
ARNT;Regulation of gene expression by Hypoxia-inducible Factor
CREBBP;Regulation of gene expression by Hypoxia-inducible Factor
EP300;Regulation of gene expression by Hypoxia-inducible Factor
CA9;Regulation of gene expression by Hypoxia-inducible Factor
EPO;Regulation of gene expression by Hypoxia-inducible Factor
VEGFA;Regulation of gene expression by Hypoxia-inducible Factor
CDCA5;Resolution of Sister Chromatid Cohesion
NUDC;EML4 and NUDC in mitotic spindle formation
EML4;EML4 and NUDC in mitotic spindle formation
CC2D1B;Sealing of the nuclear envelope (NE) by ESCRT-III
CHMP4A;Sealing of the nuclear envelope (NE) by ESCRT-III
CHMP2A;Sealing of the nuclear envelope (NE) by ESCRT-III
IST1;Sealing of the nuclear envelope (NE) by ESCRT-III
CHMP6;Sealing of the nuclear envelope (NE) by ESCRT-III
CHMP3;Sealing of the nuclear envelope (NE) by ESCRT-III
CHMP4B;Sealing of the nuclear envelope (NE) by ESCRT-III
CHMP2B;Sealing of the nuclear envelope (NE) by ESCRT-III
CHMP4C;Sealing of the nuclear envelope (NE) by ESCRT-III
LEMD2;Sealing of the nuclear envelope (NE) by ESCRT-III
CHMP7;Sealing of the nuclear envelope (NE) by ESCRT-III
SPAST;Sealing of the nuclear envelope (NE) by ESCRT-III
VPS4A;Sealing of the nuclear envelope (NE) by ESCRT-III
ANKLE2;Initiation of Nuclear Envelope (NE) Reformation
LBR;Initiation of Nuclear Envelope (NE) Reformation
KPNB1;Initiation of Nuclear Envelope (NE) Reformation
UBE2I;SUMOylation of nuclear envelope proteins
UBE2I;Postmitotic nuclear pore complex (NPC) reformation
POM121;Postmitotic nuclear pore complex (NPC) reformation
AHCTF1;Postmitotic nuclear pore complex (NPC) reformation
NUP188;Postmitotic nuclear pore complex (NPC) reformation
NDC1;Postmitotic nuclear pore complex (NPC) reformation
FBXO5;Mitotic Metaphase/Anaphase Transition
ESPL1;Separation of Sister Chromatids
WAPL;Separation of Sister Chromatids
RAD21;Separation of Sister Chromatids
CDCA5;Separation of Sister Chromatids
PLK1;Golgi Cisternae Pericentriolar Stack Reorganization
MASTL;MASTL Facilitates Mitotic Progression
ENSA;MASTL Facilitates Mitotic Progression
ARPP19;MASTL Facilitates Mitotic Progression
SET;Condensation of Prophase Chromosomes
MCPH1;Condensation of Prophase Chromosomes
RB1;Condensation of Prophase Chromosomes
PLK1;Condensation of Prophase Chromosomes
FBXL7;FBXL7 down-regulates AURKA during mitotic entry and in early mitosis
AURKA;FBXL7 down-regulates AURKA during mitotic entry and in early mitosis
RBX1;FBXL7 down-regulates AURKA during mitotic entry and in early mitosis
CUL1;FBXL7 down-regulates AURKA during mitotic entry and in early mitosis
SKP1;FBXL7 down-regulates AURKA during mitotic entry and in early mitosis
AURKA;Interaction between PHLDA1 and AURKA
PHLDA1;Interaction between PHLDA1 and AURKA
OPTN;Regulation of PLK1 Activity at G2/M Transition
HMMR;AURKA Activation by TPX2
